,KO,growth,media,source
101285,b2325,0.956666667,Glucose,Monk 2015
101299,b2341,0.956666667,Glucose,Monk 2015
101300,b2342,0.956666667,Glucose,Monk 2015
101334,b2377,0.956666667,Glucose,Monk 2015
101674,b2792,0.956666667,Glucose,Monk 2015
101727,b2850,0.956666667,Glucose,Monk 2015
101751,b2880,0.956666667,Glucose,Monk 2015
101940,b3104,0.956666667,Glucose,Monk 2015
101968,b3139,0.956666667,Glucose,Monk 2015
101999,b3180,0.956666667,Glucose,Monk 2015
102050,b3247,0.956666667,Glucose,Monk 2015
102093,b3335,0.956666667,Glucose,Monk 2015
102302,b3573,0.956666667,Glucose,Monk 2015
102417,b3711,0.956666667,Glucose,Monk 2015
102545,b3878,0.956666667,Glucose,Monk 2015
102609,b3949,0.956666667,Glucose,Monk 2015
102740,b4114,0.956666667,Glucose,Monk 2015
102746,b4120,0.956666667,Glucose,Monk 2015
102868,b4264,0.956666667,Glucose,Monk 2015
103012,b4440,0.956666667,Glucose,Monk 2015
103066,b4519,0.956666667,Glucose,Monk 2015
103116,b4625,0.956666667,Glucose,Monk 2015
99445,b0222,0.953333333,Glucose,Monk 2015
99495,b0283,0.953333333,Glucose,Monk 2015
99656,b0471,0.953333333,Glucose,Monk 2015
99689,b0508,0.953333333,Glucose,Monk 2015
99800,b0637,0.953333333,Glucose,Monk 2015
99871,b0734,0.953333333,Glucose,Monk 2015
99919,b0789,0.953333333,Glucose,Monk 2015
99925,b0795,0.953333333,Glucose,Monk 2015
100027,b0904,0.953333333,Glucose,Monk 2015
100242,b1154,0.953333333,Glucose,Monk 2015
100273,b1190,0.953333333,Glucose,Monk 2015
100289,b1213,0.953333333,Glucose,Monk 2015
100387,b1322,0.953333333,Glucose,Monk 2015
100413,b1349,0.953333333,Glucose,Monk 2015
100478,b1433,0.953333333,Glucose,Monk 2015
100534,b1491,0.953333333,Glucose,Monk 2015
100574,b1533,0.953333333,Glucose,Monk 2015
100688,b1654,0.953333333,Glucose,Monk 2015
100726,b1696,0.953333333,Glucose,Monk 2015
100730,b1700,0.953333333,Glucose,Monk 2015
100753,b1730,0.953333333,Glucose,Monk 2015
101194,b2226,0.953333333,Glucose,Monk 2015
101315,b2358,0.953333333,Glucose,Monk 2015
101484,b2553,0.953333333,Glucose,Monk 2015
101572,b2674,0.953333333,Glucose,Monk 2015
101582,b2685,0.953333333,Glucose,Monk 2015
101618,b2728,0.953333333,Glucose,Monk 2015
101627,b2737,0.953333333,Glucose,Monk 2015
101681,b2799,0.953333333,Glucose,Monk 2015
101688,b2806,0.953333333,Glucose,Monk 2015
101734,b2859,0.953333333,Glucose,Monk 2015
101737,b2866,0.953333333,Glucose,Monk 2015
101827,b2966,0.953333333,Glucose,Monk 2015
101904,b3063,0.953333333,Glucose,Monk 2015
102074,b3289,0.953333333,Glucose,Monk 2015
102080,b3322,0.953333333,Glucose,Monk 2015
102102,b3347,0.953333333,Glucose,Monk 2015
102105,b3350,0.953333333,Glucose,Monk 2015
102183,b3437,0.953333333,Glucose,Monk 2015
102213,b3474,0.953333333,Glucose,Monk 2015
102567,b3900,0.953333333,Glucose,Monk 2015
102669,b4035,0.953333333,Glucose,Monk 2015
102718,b4090,0.953333333,Glucose,Monk 2015
102724,b4097,0.953333333,Glucose,Monk 2015
102958,b4372,0.953333333,Glucose,Monk 2015
103080,b4538,0.953333333,Glucose,Monk 2015
99651,b0465,0.951666667,Glucose,Monk 2015
101114,b2139,0.951666667,Glucose,Monk 2015
102453,b3749,0.951666667,Glucose,Monk 2015
99309,b0024,0.95,Glucose,Monk 2015
99522,b0314,0.95,Glucose,Monk 2015
99532,b0325,0.95,Glucose,Monk 2015
99569,b0368,0.95,Glucose,Monk 2015
99746,b0575,0.95,Glucose,Monk 2015
99906,b0776,0.95,Glucose,Monk 2015
99937,b0807,0.95,Glucose,Monk 2015
100037,b0917,0.95,Glucose,Monk 2015
100087,b0974,0.95,Glucose,Monk 2015
100169,b1066,0.95,Glucose,Monk 2015
100177,b1075,0.95,Glucose,Monk 2015
100229,b1138,0.95,Glucose,Monk 2015
100247,b1159,0.95,Glucose,Monk 2015
100337,b1268,0.95,Glucose,Monk 2015
100382,b1316,0.95,Glucose,Monk 2015
100439,b1385,0.95,Glucose,Monk 2015
100484,b1440,0.95,Glucose,Monk 2015
100622,b1587,0.95,Glucose,Monk 2015
100647,b1612,0.95,Glucose,Monk 2015
100712,b1681,0.95,Glucose,Monk 2015
100837,b1818,0.95,Glucose,Monk 2015
100975,b1973,0.95,Glucose,Monk 2015
101062,b2075,0.95,Glucose,Monk 2015
101074,b2093,0.95,Glucose,Monk 2015
101169,b2200,0.95,Glucose,Monk 2015
101229,b2266,0.95,Glucose,Monk 2015
101323,b2366,0.95,Glucose,Monk 2015
101436,b2501,0.95,Glucose,Monk 2015
101501,b2576,0.95,Glucose,Monk 2015
102165,b3414,0.95,Glucose,Monk 2015
102267,b3531,0.95,Glucose,Monk 2015
102313,b3584,0.95,Glucose,Monk 2015
102480,b3789,0.95,Glucose,Monk 2015
102599,b3938,0.95,Glucose,Monk 2015
102698,b4069,0.95,Glucose,Monk 2015
102702,b4073,0.95,Glucose,Monk 2015
102766,b4141,0.95,Glucose,Monk 2015
102905,b4312,0.95,Glucose,Monk 2015
103124,b4693,0.95,Glucose,Monk 2015
99332,b0053,0.946666667,Glucose,Monk 2015
99391,b0138,0.946666667,Glucose,Monk 2015
99434,b0210,0.946666667,Glucose,Monk 2015
99472,b0250,0.946666667,Glucose,Monk 2015
99690,b0509,0.946666667,Glucose,Monk 2015
99722,b0550,0.946666667,Glucose,Monk 2015
99842,b0702,0.946666667,Glucose,Monk 2015
99861,b0722,0.946666667,Glucose,Monk 2015
100001,b0872,0.946666667,Glucose,Monk 2015
100041,b0925,0.946666667,Glucose,Monk 2015
100073,b0959,0.946666667,Glucose,Monk 2015
100133,b1024,0.946666667,Glucose,Monk 2015
100170,b1067,0.946666667,Glucose,Monk 2015
100547,b1504,0.946666667,Glucose,Monk 2015
100687,b1653,0.946666667,Glucose,Monk 2015
100706,b1675,0.946666667,Glucose,Monk 2015
100717,b1686,0.946666667,Glucose,Monk 2015
100787,b1765,0.946666667,Glucose,Monk 2015
100802,b1781,0.946666667,Glucose,Monk 2015
100852,b1833,0.946666667,Glucose,Monk 2015
100954,b1949,0.946666667,Glucose,Monk 2015
101040,b2053,0.946666667,Glucose,Monk 2015
101091,b2111,0.946666667,Glucose,Monk 2015
101140,b2166,0.946666667,Glucose,Monk 2015
101147,b2173,0.946666667,Glucose,Monk 2015
101209,b2246,0.946666667,Glucose,Monk 2015
101469,b2538,0.946666667,Glucose,Monk 2015
101530,b2620,0.946666667,Glucose,Monk 2015
101684,b2802,0.946666667,Glucose,Monk 2015
101723,b2846,0.946666667,Glucose,Monk 2015
101742,b2871,0.946666667,Glucose,Monk 2015
101779,b2911,0.946666667,Glucose,Monk 2015
101926,b3090,0.946666667,Glucose,Monk 2015
102107,b3352,0.946666667,Glucose,Monk 2015
102173,b3424,0.946666667,Glucose,Monk 2015
102208,b3468,0.946666667,Glucose,Monk 2015
102412,b3700,0.946666667,Glucose,Monk 2015
102413,b3706,0.946666667,Glucose,Monk 2015
102434,b3728,0.946666667,Glucose,Monk 2015
102524,b3849,0.946666667,Glucose,Monk 2015
103106,b4581,0.946666667,Glucose,Monk 2015
101732,b2856,0.945,Glucose,Monk 2015
99349,b0076,0.943333333,Glucose,Monk 2015
99580,b0385,0.943333333,Glucose,Monk 2015
99623,b0436,0.943333333,Glucose,Monk 2015
99648,b0462,0.943333333,Glucose,Monk 2015
99683,b0501,0.943333333,Glucose,Monk 2015
100040,b0921,0.943333333,Glucose,Monk 2015
100045,b0929,0.943333333,Glucose,Monk 2015
100047,b0932,0.943333333,Glucose,Monk 2015
100078,b0964,0.943333333,Glucose,Monk 2015
100079,b0965,0.943333333,Glucose,Monk 2015
100121,b1010,0.943333333,Glucose,Monk 2015
100696,b1663,0.943333333,Glucose,Monk 2015
100782,b1760,0.943333333,Glucose,Monk 2015
100826,b1806,0.943333333,Glucose,Monk 2015
100842,b1823,0.943333333,Glucose,Monk 2015
100940,b1932,0.943333333,Glucose,Monk 2015
100947,b1942,0.943333333,Glucose,Monk 2015
100994,b2004,0.943333333,Glucose,Monk 2015
101099,b2123,0.943333333,Glucose,Monk 2015
101200,b2237,0.943333333,Glucose,Monk 2015
101204,b2241,0.943333333,Glucose,Monk 2015
101505,b2580,0.943333333,Glucose,Monk 2015
101662,b2777,0.943333333,Glucose,Monk 2015
101667,b2785,0.943333333,Glucose,Monk 2015
101692,b2810,0.943333333,Glucose,Monk 2015
101772,b2904,0.943333333,Glucose,Monk 2015
101834,b2976,0.943333333,Glucose,Monk 2015
102129,b3376,0.943333333,Glucose,Monk 2015
102325,b3597,0.943333333,Glucose,Monk 2015
102770,b4147,0.943333333,Glucose,Monk 2015
102873,b4269,0.943333333,Glucose,Monk 2015
103091,b4552,0.943333333,Glucose,Monk 2015
101584,b2687,0.941666667,Glucose,Monk 2015
99303,b0013,0.94,Glucose,Monk 2015
99305,b0015,0.94,Glucose,Monk 2015
99605,b0413,0.94,Glucose,Monk 2015
99617,b0430,0.94,Glucose,Monk 2015
99716,b0544,0.94,Glucose,Monk 2015
99745,b0574,0.94,Glucose,Monk 2015
99791,b0624,0.94,Glucose,Monk 2015
100006,b0877,0.94,Glucose,Monk 2015
100022,b0899,0.94,Glucose,Monk 2015
100071,b0957,0.94,Glucose,Monk 2015
100097,b0984,0.94,Glucose,Monk 2015
100100,b0987,0.94,Glucose,Monk 2015
100151,b1047,0.94,Glucose,Monk 2015
100182,b1080,0.94,Glucose,Monk 2015
100298,b1223,0.94,Glucose,Monk 2015
100359,b1293,0.94,Glucose,Monk 2015
100369,b1303,0.94,Glucose,Monk 2015
100467,b1421,0.94,Glucose,Monk 2015
100664,b1629,0.94,Glucose,Monk 2015
100764,b1742,0.94,Glucose,Monk 2015
100818,b1798,0.94,Glucose,Monk 2015
100886,b1868,0.94,Glucose,Monk 2015
100922,b1914,0.94,Glucose,Monk 2015
100962,b1957,0.94,Glucose,Monk 2015
101059,b2072,0.94,Glucose,Monk 2015
101235,b2272,0.94,Glucose,Monk 2015
101241,b2278,0.94,Glucose,Monk 2015
101271,b2308,0.94,Glucose,Monk 2015
101296,b2336,0.94,Glucose,Monk 2015
101358,b2410,0.94,Glucose,Monk 2015
101388,b2451,0.94,Glucose,Monk 2015
101413,b2477,0.94,Glucose,Monk 2015
101636,b2749,0.94,Glucose,Monk 2015
101657,b2770,0.94,Glucose,Monk 2015
101869,b3022,0.94,Glucose,Monk 2015
101894,b3052,0.94,Glucose,Monk 2015
102010,b3197,0.94,Glucose,Monk 2015
102053,b3253,0.94,Glucose,Monk 2015
102108,b3353,0.94,Glucose,Monk 2015
102209,b3469,0.94,Glucose,Monk 2015
102668,b4034,0.94,Glucose,Monk 2015
102798,b4181,0.94,Glucose,Monk 2015
101992,b3166,0.938333333,Glucose,Monk 2015
99306,b0019,0.936666667,Glucose,Monk 2015
99615,b0428,0.936666667,Glucose,Monk 2015
99643,b0457,0.936666667,Glucose,Monk 2015
99659,b0476,0.936666667,Glucose,Monk 2015
99799,b0636,0.936666667,Glucose,Monk 2015
99867,b0729,0.936666667,Glucose,Monk 2015
99917,b0787,0.936666667,Glucose,Monk 2015
99940,b0810,0.936666667,Glucose,Monk 2015
99971,b0842,0.936666667,Glucose,Monk 2015
100160,b1057,0.936666667,Glucose,Monk 2015
100705,b1674,0.936666667,Glucose,Monk 2015
101132,b2158,0.936666667,Glucose,Monk 2015
101198,b2233,0.936666667,Glucose,Monk 2015
101245,b2282,0.936666667,Glucose,Monk 2015
101261,b2298,0.936666667,Glucose,Monk 2015
101332,b2375,0.936666667,Glucose,Monk 2015
101343,b2386,0.936666667,Glucose,Monk 2015
101450,b2518,0.936666667,Glucose,Monk 2015
101468,b2537,0.936666667,Glucose,Monk 2015
101568,b2670,0.936666667,Glucose,Monk 2015
101633,b2743,0.936666667,Glucose,Monk 2015
101813,b2952,0.936666667,Glucose,Monk 2015
102002,b3184,0.936666667,Glucose,Monk 2015
102097,b3339,0.936666667,Glucose,Monk 2015
102196,b3452,0.936666667,Glucose,Monk 2015
102246,b3510,0.936666667,Glucose,Monk 2015
102400,b3684,0.936666667,Glucose,Monk 2015
102534,b3867,0.936666667,Glucose,Monk 2015
102912,b4319,0.936666667,Glucose,Monk 2015
102919,b4326,0.936666667,Glucose,Monk 2015
102932,b4340,0.936666667,Glucose,Monk 2015
103059,b4511,0.936666667,Glucose,Monk 2015
99583,b0388,0.935,Glucose,Monk 2015
99667,b0484,0.935,Glucose,Monk 2015
99963,b0834,0.935,Glucose,Monk 2015
100790,b1768,0.935,Glucose,Monk 2015
99352,b0080,0.933333333,Glucose,Monk 2015
99564,b0363,0.933333333,Glucose,Monk 2015
99618,b0431,0.933333333,Glucose,Monk 2015
99755,b0586,0.933333333,Glucose,Monk 2015
99830,b0687,0.933333333,Glucose,Monk 2015
99921,b0791,0.933333333,Glucose,Monk 2015
99948,b0819,0.933333333,Glucose,Monk 2015
100093,b0980,0.933333333,Glucose,Monk 2015
100207,b1112,0.933333333,Glucose,Monk 2015
100269,b1186,0.933333333,Glucose,Monk 2015
100281,b1198,0.933333333,Glucose,Monk 2015
100325,b1256,0.933333333,Glucose,Monk 2015
100338,b1269,0.933333333,Glucose,Monk 2015
100443,b1389,0.933333333,Glucose,Monk 2015
100452,b1398,0.933333333,Glucose,Monk 2015
100463,b1414,0.933333333,Glucose,Monk 2015
100586,b1548,0.933333333,Glucose,Monk 2015
100639,b1604,0.933333333,Glucose,Monk 2015
100649,b1614,0.933333333,Glucose,Monk 2015
100871,b1852,0.933333333,Glucose,Monk 2015
100965,b1960,0.933333333,Glucose,Monk 2015
100981,b1983,0.933333333,Glucose,Monk 2015
101151,b2177,0.933333333,Glucose,Monk 2015
101399,b2462,0.933333333,Glucose,Monk 2015
101432,b2497,0.933333333,Glucose,Monk 2015
101510,b2586,0.933333333,Glucose,Monk 2015
101520,b2602,0.933333333,Glucose,Monk 2015
101975,b3147,0.933333333,Glucose,Monk 2015
102018,b3208,0.933333333,Glucose,Monk 2015
102839,b4227,0.933333333,Glucose,Monk 2015
102845,b4235,0.933333333,Glucose,Monk 2015
103084,b4543,0.933333333,Glucose,Monk 2015
99364,b0110,0.93,Glucose,Monk 2015
99421,b0190,0.93,Glucose,Monk 2015
99621,b0434,0.93,Glucose,Monk 2015
99801,b0638,0.93,Glucose,Monk 2015
99908,b0778,0.93,Glucose,Monk 2015
100288,b1206,0.93,Glucose,Monk 2015
100336,b1267,0.93,Glucose,Monk 2015
100357,b1291,0.93,Glucose,Monk 2015
100666,b1631,0.93,Glucose,Monk 2015
100763,b1741,0.93,Glucose,Monk 2015
100834,b1815,0.93,Glucose,Monk 2015
101228,b2265,0.93,Glucose,Monk 2015
101265,b2302,0.93,Glucose,Monk 2015
101466,b2535,0.93,Glucose,Monk 2015
101542,b2632,0.93,Glucose,Monk 2015
101576,b2678,0.93,Glucose,Monk 2015
101770,b2902,0.93,Glucose,Monk 2015
101786,b2918,0.93,Glucose,Monk 2015
101880,b3034,0.93,Glucose,Monk 2015
102028,b3220,0.93,Glucose,Monk 2015
102044,b3239,0.93,Glucose,Monk 2015
102119,b3364,0.93,Glucose,Monk 2015
102149,b3397,0.93,Glucose,Monk 2015
102811,b4194,0.93,Glucose,Monk 2015
102906,b4313,0.93,Glucose,Monk 2015
103102,b4575,0.93,Glucose,Monk 2015
101054,b2067,0.928333333,Glucose,Monk 2015
99310,b0028,0.926666667,Glucose,Monk 2015
99719,b0547,0.926666667,Glucose,Monk 2015
99729,b0558,0.926666667,Glucose,Monk 2015
99870,b0732,0.926666667,Glucose,Monk 2015
99991,b0862,0.926666667,Glucose,Monk 2015
100085,b0972,0.926666667,Glucose,Monk 2015
100468,b1422,0.926666667,Glucose,Monk 2015
100509,b1466,0.926666667,Glucose,Monk 2015
100584,b1544,0.926666667,Glucose,Monk 2015
100819,b1799,0.926666667,Glucose,Monk 2015
100836,b1817,0.926666667,Glucose,Monk 2015
101002,b2012,0.926666667,Glucose,Monk 2015
101018,b2029,0.926666667,Glucose,Monk 2015
101093,b2113,0.926666667,Glucose,Monk 2015
101108,b2132,0.926666667,Glucose,Monk 2015
101398,b2461,0.926666667,Glucose,Monk 2015
101441,b2506,0.926666667,Glucose,Monk 2015
101545,b2636,0.926666667,Glucose,Monk 2015
101656,b2769,0.926666667,Glucose,Monk 2015
101812,b2951,0.926666667,Glucose,Monk 2015
102331,b3603,0.926666667,Glucose,Monk 2015
102347,b3620,0.926666667,Glucose,Monk 2015
102369,b3649,0.926666667,Glucose,Monk 2015
102773,b4150,0.926666667,Glucose,Monk 2015
102838,b4225,0.926666667,Glucose,Monk 2015
99322,b0042,0.923333333,Glucose,Monk 2015
99574,b0379,0.923333333,Glucose,Monk 2015
99771,b0602,0.923333333,Glucose,Monk 2015
100033,b0910,0.923333333,Glucose,Monk 2015
100316,b1247,0.923333333,Glucose,Monk 2015
100397,b1333,0.923333333,Glucose,Monk 2015
100436,b1382,0.923333333,Glucose,Monk 2015
100779,b1757,0.923333333,Glucose,Monk 2015
100876,b1857,0.923333333,Glucose,Monk 2015
100992,b2002,0.923333333,Glucose,Monk 2015
101025,b2038,0.923333333,Glucose,Monk 2015
101052,b2065,0.923333333,Glucose,Monk 2015
101107,b2131,0.923333333,Glucose,Monk 2015
101111,b2135,0.923333333,Glucose,Monk 2015
101116,b2141,0.923333333,Glucose,Monk 2015
101179,b2210,0.923333333,Glucose,Monk 2015
101191,b2223,0.923333333,Glucose,Monk 2015
101253,b2290,0.923333333,Glucose,Monk 2015
101375,b2429,0.923333333,Glucose,Monk 2015
101569,b2671,0.923333333,Glucose,Monk 2015
101660,b2775,0.923333333,Glucose,Monk 2015
102346,b3619,0.923333333,Glucose,Monk 2015
102593,b3931,0.923333333,Glucose,Monk 2015
102865,b4259,0.923333333,Glucose,Monk 2015
99447,b0224,0.92,Glucose,Monk 2015
99453,b0230,0.92,Glucose,Monk 2015
99668,b0485,0.92,Glucose,Monk 2015
99731,b0560,0.92,Glucose,Monk 2015
99846,b0707,0.92,Glucose,Monk 2015
99942,b0812,0.92,Glucose,Monk 2015
100025,b0902,0.92,Glucose,Monk 2015
100090,b0977,0.92,Glucose,Monk 2015
100231,b1140,0.92,Glucose,Monk 2015
100340,b1271,0.92,Glucose,Monk 2015
100523,b1480,0.92,Glucose,Monk 2015
100839,b1820,0.92,Glucose,Monk 2015
100972,b1970,0.92,Glucose,Monk 2015
100993,b2003,0.92,Glucose,Monk 2015
102041,b3236,0.92,Glucose,Monk 2015
102344,b3617,0.92,Glucose,Monk 2015
102476,b3785,0.92,Glucose,Monk 2015
102929,b4336,0.92,Glucose,Monk 2015
99616,b0429,0.918333333,Glucose,Monk 2015
99567,b0366,0.916666667,Glucose,Monk 2015
99695,b0515,0.916666667,Glucose,Monk 2015
99724,b0553,0.916666667,Glucose,Monk 2015
99918,b0788,0.916666667,Glucose,Monk 2015
99936,b0806,0.916666667,Glucose,Monk 2015
99952,b0823,0.916666667,Glucose,Monk 2015
100138,b1034,0.916666667,Glucose,Monk 2015
100264,b1181,0.916666667,Glucose,Monk 2015
100265,b1182,0.916666667,Glucose,Monk 2015
100409,b1345,0.916666667,Glucose,Monk 2015
100718,b1687,0.916666667,Glucose,Monk 2015
100725,b1695,0.916666667,Glucose,Monk 2015
101048,b2061,0.916666667,Glucose,Monk 2015
101051,b2064,0.916666667,Glucose,Monk 2015
101625,b2735,0.916666667,Glucose,Monk 2015
102419,b3713,0.916666667,Glucose,Monk 2015
102493,b3810,0.916666667,Glucose,Monk 2015
103092,b4553,0.916666667,Glucose,Monk 2015
100185,b1083,0.915,Glucose,Monk 2015
102526,b3857,0.915,Glucose,Monk 2015
99416,b0178,0.913333333,Glucose,Monk 2015
99443,b0220,0.913333333,Glucose,Monk 2015
99692,b0512,0.913333333,Glucose,Monk 2015
99741,b0570,0.913333333,Glucose,Monk 2015
99764,b0595,0.913333333,Glucose,Monk 2015
99951,b0822,0.913333333,Glucose,Monk 2015
100131,b1022,0.913333333,Glucose,Monk 2015
100150,b1046,0.913333333,Glucose,Monk 2015
100211,b1119,0.913333333,Glucose,Monk 2015
100270,b1187,0.913333333,Glucose,Monk 2015
100416,b1352,0.913333333,Glucose,Monk 2015
100476,b1431,0.913333333,Glucose,Monk 2015
100516,b1473,0.913333333,Glucose,Monk 2015
100546,b1503,0.913333333,Glucose,Monk 2015
100636,b1601,0.913333333,Glucose,Monk 2015
100710,b1679,0.913333333,Glucose,Monk 2015
100714,b1683,0.913333333,Glucose,Monk 2015
101090,b2110,0.913333333,Glucose,Monk 2015
101170,b2201,0.913333333,Glucose,Monk 2015
101231,b2268,0.913333333,Glucose,Monk 2015
101233,b2270,0.913333333,Glucose,Monk 2015
101277,b2314,0.913333333,Glucose,Monk 2015
101338,b2381,0.913333333,Glucose,Monk 2015
101678,b2796,0.913333333,Glucose,Monk 2015
101690,b2808,0.913333333,Glucose,Monk 2015
101699,b2820,0.913333333,Glucose,Monk 2015
102017,b3207,0.913333333,Glucose,Monk 2015
102155,b3404,0.913333333,Glucose,Monk 2015
102274,b3539,0.913333333,Glucose,Monk 2015
102846,b4236,0.913333333,Glucose,Monk 2015
101163,b2194,0.911666667,Glucose,Monk 2015
99586,b0391,0.91,Glucose,Monk 2015
99700,b0521,0.91,Glucose,Monk 2015
100184,b1082,0.91,Glucose,Monk 2015
100241,b1153,0.91,Glucose,Monk 2015
100263,b1180,0.91,Glucose,Monk 2015
100284,b1201,0.91,Glucose,Monk 2015
100301,b1226,0.91,Glucose,Monk 2015
100412,b1348,0.91,Glucose,Monk 2015
100431,b1377,0.91,Glucose,Monk 2015
100643,b1608,0.91,Glucose,Monk 2015
100721,b1691,0.91,Glucose,Monk 2015
100722,b1692,0.91,Glucose,Monk 2015
100784,b1762,0.91,Glucose,Monk 2015
101005,b2015,0.91,Glucose,Monk 2015
101142,b2168,0.91,Glucose,Monk 2015
101161,b2190,0.91,Glucose,Monk 2015
101784,b2916,0.91,Glucose,Monk 2015
102230,b3493,0.91,Glucose,Monk 2015
103062,b4514,0.91,Glucose,Monk 2015
99825,b0681,0.906666667,Glucose,Monk 2015
100112,b1000,0.906666667,Glucose,Monk 2015
100261,b1178,0.906666667,Glucose,Monk 2015
100739,b1709,0.906666667,Glucose,Monk 2015
100977,b1976,0.906666667,Glucose,Monk 2015
101283,b2322,0.906666667,Glucose,Monk 2015
101290,b2330,0.906666667,Glucose,Monk 2015
101356,b2408,0.906666667,Glucose,Monk 2015
101549,b2642,0.906666667,Glucose,Monk 2015
101998,b3179,0.906666667,Glucose,Monk 2015
102219,b3480,0.906666667,Glucose,Monk 2015
102516,b3838,0.906666667,Glucose,Monk 2015
103068,b4521,0.906666667,Glucose,Monk 2015
103132,ryeF,0.906666667,Glucose,Monk 2015
102987,b4401,0.905,Glucose,Monk 2015
99594,b0400,0.903333333,Glucose,Monk 2015
99839,b0697,0.903333333,Glucose,Monk 2015
99930,b0800,0.903333333,Glucose,Monk 2015
100353,b1286,0.903333333,Glucose,Monk 2015
100356,b1290,0.903333333,Glucose,Monk 2015
100480,b1435,0.903333333,Glucose,Monk 2015
100488,b1444,0.903333333,Glucose,Monk 2015
100791,b1769,0.903333333,Glucose,Monk 2015
101104,b2128,0.903333333,Glucose,Monk 2015
101230,b2267,0.903333333,Glucose,Monk 2015
101242,b2279,0.903333333,Glucose,Monk 2015
101401,b2464,0.903333333,Glucose,Monk 2015
101457,b2525,0.903333333,Glucose,Monk 2015
101552,b2645,0.903333333,Glucose,Monk 2015
102420,b3714,0.903333333,Glucose,Monk 2015
102797,b4180,0.903333333,Glucose,Monk 2015
102887,b4293,0.903333333,Glucose,Monk 2015
99833,b0691,0.901666667,Glucose,Monk 2015
99734,b0563,0.9,Glucose,Monk 2015
100076,b0962,0.9,Glucose,Monk 2015
100396,b1332,0.9,Glucose,Monk 2015
101243,b2280,0.9,Glucose,Monk 2015
101251,b2288,0.9,Glucose,Monk 2015
101359,b2413,0.9,Glucose,Monk 2015
101380,b2434,0.9,Glucose,Monk 2015
102332,b3604,0.9,Glucose,Monk 2015
102793,b4176,0.9,Glucose,Monk 2015
99968,b0839,0.896666667,Glucose,Monk 2015
99975,b0846,0.896666667,Glucose,Monk 2015
100204,b1109,0.896666667,Glucose,Monk 2015
100294,b1219,0.896666667,Glucose,Monk 2015
100307,b1236,0.896666667,Glucose,Monk 2015
100638,b1603,0.896666667,Glucose,Monk 2015
100862,b1843,0.896666667,Glucose,Monk 2015
101021,b2034,0.896666667,Glucose,Monk 2015
101086,b2106,0.896666667,Glucose,Monk 2015
101570,b2672,0.896666667,Glucose,Monk 2015
102297,b3568,0.896666667,Glucose,Monk 2015
102474,b3781,0.896666667,Glucose,Monk 2015
102481,b3790,0.896666667,Glucose,Monk 2015
102575,b3911,0.896666667,Glucose,Monk 2015
99641,b0454,0.893333333,Glucose,Monk 2015
99696,b0516,0.893333333,Glucose,Monk 2015
99852,b0713,0.893333333,Glucose,Monk 2015
99928,b0798,0.893333333,Glucose,Monk 2015
100375,b1309,0.893333333,Glucose,Monk 2015
100450,b1396,0.893333333,Glucose,Monk 2015
100673,b1639,0.893333333,Glucose,Monk 2015
101562,b2664,0.893333333,Glucose,Monk 2015
101792,b2924,0.893333333,Glucose,Monk 2015
99395,b0143,0.89,Glucose,Monk 2015
100944,b1939,0.89,Glucose,Monk 2015
100995,b2005,0.89,Glucose,Monk 2015
101115,b2140,0.89,Glucose,Monk 2015
101543,b2633,0.89,Glucose,Monk 2015
102447,b3743,0.89,Glucose,Monk 2015
102460,b3764,0.89,Glucose,Monk 2015
99684,b0503,0.886666667,Glucose,Monk 2015
99966,b0837,0.886666667,Glucose,Monk 2015
100064,b0949,0.886666667,Glucose,Monk 2015
100220,b1128,0.886666667,Glucose,Monk 2015
100634,b1599,0.886666667,Glucose,Monk 2015
100889,b1871,0.886666667,Glucose,Monk 2015
101072,b2091,0.886666667,Glucose,Monk 2015
101318,b2361,0.886666667,Glucose,Monk 2015
101895,b3053,0.886666667,Glucose,Monk 2015
99374,b0120,0.883333333,Glucose,Monk 2015
100716,b1685,0.883333333,Glucose,Monk 2015
100955,b1950,0.883333333,Glucose,Monk 2015
101295,b2335,0.883333333,Glucose,Monk 2015
101507,b2582,0.883333333,Glucose,Monk 2015
101714,b2837,0.883333333,Glucose,Monk 2015
103075,b4532,0.883333333,Glucose,Monk 2015
100310,b1241,0.88,Glucose,Monk 2015
100414,b1350,0.88,Glucose,Monk 2015
100515,b1472,0.88,Glucose,Monk 2015
100824,b1804,0.88,Glucose,Monk 2015
101075,b2095,0.88,Glucose,Monk 2015
101780,b2912,0.88,Glucose,Monk 2015
102079,b3299,0.88,Glucose,Monk 2015
102181,b3432,0.88,Glucose,Monk 2015
100224,b1133,0.876666667,Glucose,Monk 2015
100575,b1534,0.876666667,Glucose,Monk 2015
101532,b2622,0.876666667,Glucose,Monk 2015
101668,b2786,0.876666667,Glucose,Monk 2015
101773,b2905,0.876666667,Glucose,Monk 2015
102478,b3787,0.876666667,Glucose,Monk 2015
102985,b4399,0.876666667,Glucose,Monk 2015
103105,b4580,0.875,Glucose,Monk 2015
99650,b0464,0.873333333,Glucose,Monk 2015
99819,b0674,0.873333333,Glucose,Monk 2015
99844,b0704,0.873333333,Glucose,Monk 2015
101523,b2605,0.873333333,Glucose,Monk 2015
101731,b2854,0.873333333,Glucose,Monk 2015
101765,b2897,0.873333333,Glucose,Monk 2015
101815,b2954,0.873333333,Glucose,Monk 2015
99619,b0432,0.87,Glucose,Monk 2015
